TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.HelpFormatter,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,154,0.3,2,114,1868,269764,1773788481352,0.9461538461538461,11111111111111111111111111111111111110111111111111111111111011111111111111111111111011110111111111111111111111111111111111110111110111111111111111111111111111111111111111111110011111111111111111110111111110010011111110111111111111111111111111111111111111111111,0.861878453038674,1111111111111111111111111111111111111111111111111111110001110111101111011111111111111100011101111110101111011101111111101111011111000111111011011101111111111111111111001101111111111,1.0,11111111111111111111111111111111111111111111111111111,8,1,44,5,0.8966165413533834,1111111111111111110001111111111111101111111111111111111111111111111111111111111111111101111111111111111111111111111110111100111111111111111111111111111111110100001111111111111111111011111111011111111111111111111111000000000000000000011111111111111111111111111111111111111111111111101111111101011111111010111111111111111111111111100100011111111111111111111111111111111111111111111111011111111111111101111111111111111111111111111111111111111111111110100111000001111111111111111111111111111111111111111111111111110111111111111111111111,0.7636363636363637,1111101101111101101101111101101111101011011001110111111,0.98,11111111111111111111111111111111111111111111111110,0.98,11111111111111111111111111111111111111111111111110,0.850828729281768,1111111111111111111111111111111111111111111111111111001011101111101111011111111111111100011011111111001011111011111111111010111110001111111110011011111101111110111111001101111111111
