TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.DefaultParser,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,222,0.3,2,46,240,251844,1773788226775,0.6764705882352942,1111111111111111111000111111111001111101111110000111111111111111111111111000011111111111111000000000000111110111010110001000111111100011000011111111101111110111111111101110000000000000000000001111110011111111111110100011100001111101111111,0.47368421052631576,011111111110111000000011111110111011011110000011111111011011010100000001111101000000000000000000111011100110100010111000101111111000001111111000111111111101111100001111011000000000000000000000000000000000001011111110000000011000,1.0,11111111111111111111111111,0,0,13,2,0.507908611599297,11111111111100001101111110111111111111111011111110000111111111110011111111111111111111110000011000000000000000000000000000111110000011111111011111111101111111111111111110001111111111111011001010000000000000011111111111110111000000000000000000000000000000000000000011111111100011111111101110011100101001111110000000000000111111010110110000011110001111010110001011111011111111111101111011111110000001110111111111111100111110100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111100111110111111111111111111001000011111000,0.6,101111010101010,1.0,11111111111111111,1.0,11111111111111111,0.47368421052631576,111100111111110001000011111101110111011110000011111101111011001100000001111101000000000000000000111011011001000110110010101111110000011111111000111111111101111100001101011100000000000000000000000000000000000111111100010000101000
